zip,latitude,longitude,county,state,year,total_pop,male_pop,pct_male,female_pop,pct_female,total_employable_pop,full_time_employed_pop,pct_full_time_employed_pop,total_households,household_median_income,insurable_pop,insured_pop,pct_insured,uninsured_pop,adi_state_rank,adi_natl_rank,ca_doi_underserved_flag,tapestry_seg_nr,tapestry_seg_code,tapestry_seg_name,lifemode_code,lifemode_group,as_only,ed_only,inpatient,inpatient_from_ed,opioid_rx_count,pop_w_opioid_rx,tot_opioid_rx_fills,alz,can,cld,dia,htd,hyp,inj,liv,nep,oth,pnf,stk,sui,total_deaths,total_deaths_per_1000,alzheimers_deaths_per_1000,cancer_deaths_per_1000,clrd_deaths_per_1000,diabetes_deaths_per_1000,heart_disease_deaths_per_1000,hypertension_deaths_per_1000,accidental_deaths_per_1000,chronic_liver_disease_deaths_per_1000,nephrotic_diseases_deaths_per_1000,other_deaths_per_1000,pneumonia_and_influenza_deaths_per_1000,stroke_deaths_per_1000,suicide_deaths_per_1000,c2,c3,c4,c2_c4,as_per_1000,ed_per_1000,ip_per_1000,ip_via_ed_per_1000,c2_per_1000,c3_per_1000,c4_per_1000,c2_c4_per_1000,opioid_rx_per_1000,pop_w_opioid_rx_per_1000
90046,34.10781,-118.362247,Los Angeles,CA,2016,50923,27476,54,23447,46,40601,22204,62.5,29071,61157,50767,44301,87.3,6466,5.954369779,49.13514524,N,12,3C,Trendsetters,3,Uptown Individuals,2226,8623,1887,2537,12161,5741,11662,33,85,16,9,101,9,9,3,7,46,6,21,8,353,6.932034641,0.648037233,1.669186811,0.31419987,0.176737427,1.983386682,0.176737427,0.176737427,0.058912476,0.137462443,0.903324627,0.117824951,0.41238733,0.157099935,18300,4362,42987,65649,43.71305697,169.3340926,37.05594721,49.82031695,359.3661018,85.65873967,844.1568643,1289.181706,238.811539,112.738841
90047,33.953617,-118.308428,Los Angeles,CA,2016,48306,21166,43.8,27140,56.2,31593,13067,62.5,16852,40913,48252,41475,86,6777,6.027796922,28.42889961,Y,56,12A,Family Foundations,12,Hometown,2376,22784,3076,4278,16887,6865,16546,18,119,22,24,134,18,24,10,16,90,11,19,2,507,10.49559061,0.372624519,2.463462096,0.455429967,0.496832692,2.773982528,0.372624519,0.496832692,0.207013621,0.331221794,1.863122593,0.227714984,0.393325881,0.041402724,2263,1156,2583,6002,49.18643647,471.6598352,63.67738997,88.56042728,46.84718254,23.93077464,53.47161843,124.2495756,349.5839026,142.1148512
90048,34.072924,-118.37271,Los Angeles,CA,2016,22722,10540,46.4,12182,53.6,16999,9786,66,11984,83672,22377,20853,93.2,1524,1.564840989,5.868021201,N,10,3A,Laptops and Lattes,3,Uptown Individuals,1210,5810,1165,1408,8267,3454,7874,22,38,5,6,54,2,4,0,3,25,4,10,1,174,7.657776604,0.968224628,1.672387994,0.220051052,0.264061262,2.37655136,0.088020421,0.176040841,0,0.132030631,1.100255259,0.176040841,0.440102104,0.04401021,67321,10216,78658,156195,53.25235455,255.6993222,51.27189508,61.9663762,2962.811372,449.6083091,3461.755127,6874.174809,363.8324091,152.0112666
90049,34.09254,-118.491064,Los Angeles,CA,2016,35581,16076,45.2,19505,54.8,23174,11998,63.2,16367,117007,35527,34285,96.5,1242,1.521614268,3.312122128,N,1,1A,Top Tier,1,Affluent Estates,2671,5012,1598,1395,7981,4072,7631,43,49,7,5,83,3,6,2,4,34,8,13,3,260,7.307270734,1.20851016,1.377139485,0.196734212,0.140524437,2.332705658,0.084314662,0.168629325,0.056209775,0.11241955,0.955566173,0.2248391,0.365363537,0.084314662,12406,1354,14188,27948,75.06815435,140.8616958,44.91161013,39.20631798,348.6692336,38.05401759,398.752143,785.4753942,224.3051067,114.4431017
90056,33.988047,-118.370361,Los Angeles,CA,2016,8118,3619,44.6,4499,55.4,4760,2462,70.6,3336,74959,8105,7756,95.7,349,2.771615008,8.472267537,N,5,1E,Exurbanites,1,Affluent Estates,632,2508,472,516,1940,942,1831,5,21,1,2,22,1,1,0,1,13,3,8,0,78,9.608277901,0.61591525,2.58684405,0.12318305,0.2463661,2.7100271,0.12318305,0.12318305,0,0.12318305,1.60137965,0.36954915,0.9854644,0,3934,28,7518,11480,77.85168761,308.9430894,58.14239961,63.56245381,484.6021187,3.4491254,926.09017,1414.141414,238.975117,116.0384331
90057,34.061735,-118.276757,Los Angeles,CA,2016,48302,26132,54.1,22170,45.9,33847,16742,67.8,16484,29332,47535,29076,61.2,18459,9.308266932,85.37699203,Y,62,13C,NeWest Residents,13,Next Wave,1374,17049,2947,3234,7659,3447,7181,11,57,16,7,74,7,9,14,4,45,12,13,2,271,5.610533725,0.227733841,1.180075359,0.331249224,0.144921535,1.532027659,0.144921535,0.186327688,0.289843071,0.082812306,0.931638441,0.248436918,0.269139994,0.041406153,6946,3069,14406,24421,28.44602708,352.9667509,61.01196638,66.95374933,143.8035692,63.53774171,298.2485197,505.5898306,158.5648627,71.36350462
90058,34.002844,-118.2164,Los Angeles,CA,2016,2674,1227,45.9,1447,54.1,1558,465,62.4,802,15224,2674,2116,79.1,558,9.439125911,87.81217482,Y,61,13B,Las Casas,13,Next Wave,119,1670,246,220,560,279,553,0,2,0,0,4,2,1,0,0,0,0,0,0,9,3.365744203,0,0.747943156,0,0,1.495886313,0.747943156,0.373971578,0,0,0,0,0,0,110,75,79,264,44.5026178,624.5325355,91.99700823,82.2737472,41.1368736,28.04786836,29.54375467,98.72849663,209.4240838,104.3380703
90059,33.926262,-118.249883,Los Angeles,CA,2016,46027,22652,49.2,23375,50.8,28715,10389,60.7,10371,35061,45805,36019,78.6,9786,7.522058824,43.38278547,Y,61,13B,Las Casas,13,Next Wave,1442,25183,2926,3353,9510,4586,9273,6,55,8,19,53,8,14,8,5,50,5,12,4,247,5.366415365,0.130358268,1.19495079,0.173811024,0.412801182,1.151498034,0.173811024,0.304169292,0.173811024,0.10863189,1.0863189,0.10863189,0.260716536,0.086905512,5862,1039,4337,11238,31.32943707,547.1353771,63.57138201,72.84854542,127.3600278,22.57370674,94.22730137,244.1610359,206.6178547,99.63716949
90061,33.92128,-118.274186,Los Angeles,CA,2016,27203,12497,45.9,14706,54.1,17538,6619,61.2,7238,36094,27082,21400,79,5682,7.58891455,41.77598152,Y,61,13B,Las Casas,13,Next Wave,1013,14493,1915,2227,8673,3123,8378,4,56,7,14,57,6,11,5,0,24,5,11,5,205,7.535933537,0.147042606,2.058596478,0.25732456,0.51464912,2.09535713,0.220563908,0.404367165,0.183803257,0,0.882255634,0.183803257,0.404367165,0.183803257,464,455,518,1437,37.23853987,532.7721207,70.39664743,81.86597067,17.05694225,16.72609639,19.04201742,52.82505606,318.8251296,114.8035143
90062,34.003638,-118.308806,Los Angeles,CA,2016,33690,16025,47.6,17665,52.4,22632,9449,64.9,9550,37293,33668,25873,76.8,7795,7.080598255,34.99293727,Y,51,11A,City Strivers,13,Next Wave,1338,13389,1875,2372,7988,3453,7779,6,48,10,11,57,13,14,8,4,41,4,8,2,226,6.708222024,0.17809439,1.42475512,0.296823983,0.326506382,1.691896705,0.385871178,0.415553577,0.237459187,0.118729593,1.216978332,0.118729593,0.237459187,0.059364797,1112,536,1772,3420,39.71504898,397.4176313,55.65449688,70.40664886,33.00682695,15.90976551,52.59720985,101.5138023,237.1029979,102.4933215
90063,34.045105,-118.185914,Los Angeles,CA,2016,54142,27041,49.9,27101,50.1,35594,15654,66.1,13590,41267,54115,39863,73.7,14252,7.06156406,34.85357737,Y,61,13B,Las Casas,13,Next Wave,2115,19640,2788,2954,6483,3446,6236,18,60,7,18,71,8,19,14,11,41,12,26,1,306,5.651804514,0.332459089,1.108196964,0.129289646,0.332459089,1.311366407,0.147759595,0.350929038,0.258579291,0.203169443,0.757267925,0.221639393,0.480218684,0.018469949,1251,984,2733,4968,39.06394296,362.7498061,51.49421891,54.5602305,23.10590669,18.1744302,50.47837169,91.75870858,119.7406819,63.64744561
90064,34.037251,-118.423573,Los Angeles,CA,2016,27032,12942,47.9,14090,52.1,17380,9282,66.3,10947,92626,26963,24981,92.6,1982,2.002620803,4.691728092,N,6,2A,Urban Chic,2,Upscale Avenues,1926,5505,1325,1180,5691,2785,5361,22,45,10,4,54,3,8,0,3,35,8,15,5,212,7.84255697,0.813850252,1.664693696,0.369931933,0.147972773,1.997632436,0.11097958,0.295945546,0,0.11097958,1.294761764,0.295945546,0.554897899,0.184965966,5953,1329,9935,17217,71.2488902,203.6475289,49.01598106,43.65196804,220.2204794,49.16395383,367.527375,636.9118082,210.5282628,103.0260432
90065,34.112272,-118.225496,Los Angeles,CA,2016,46965,23756,50.6,23209,49.4,31859,14682,62.2,14993,54796,46879,38671,82.5,8208,4.755949087,20.34200332,Y,33,8A,City Lights,13,Next Wave,1894,13364,2188,2352,6943,3448,6684,15,62,10,12,67,7,9,6,9,34,10,19,4,264,5.621207282,0.319386777,1.320132013,0.212924518,0.255509422,1.426594272,0.149047163,0.191632066,0.127754711,0.191632066,0.723943362,0.212924518,0.404556585,0.085169807,926,198,1372,2496,40.32790376,284.5523262,46.58788459,50.07984669,19.71681039,4.215905462,29.21324391,53.14595976,147.833493,73.4163739
90066,34.002028,-118.430656,Los Angeles,CA,2016,59258,29855,50.4,29403,49.6,42020,21419,61.5,24745,72004,58986,50964,86.4,8022,2.997082118,11.10685008,N,12,3C,Trendsetters,3,Uptown Individuals,3267,10958,2712,2129,11596,5376,11048,33,72,9,10,85,1,11,10,5,65,13,23,6,343,5.788248,0.556886834,1.215025819,0.151878227,0.168753586,1.434405481,0.016875359,0.185628945,0.168753586,0.084376793,1.096898309,0.219379662,0.388133248,0.101252152,5574,1133,7212,13919,55.13179655,184.9201796,45.76597253,35.92763846,94.06324884,19.1197813,121.7050862,234.8881164,195.6866583,90.72192784
90067,34.057597,-118.413998,Los Angeles,CA,2016,2355,1207,51.3,1148,48.7,898,425,56.7,1457,120208,2355,2248,95.5,107,1,2.000437828,N,41,9B,Golden Years,9,Senior Styles,285,628,239,298,1017,532,952,2,19,1,0,16,1,0,0,0,4,4,2,1,50,21.23142251,0.8492569,8.067940552,0.42462845,0,6.794055202,0.42462845,0,0,0,1.6985138,1.6985138,0.8492569,0.42462845,11680,2755,20089,34524,121.0191083,266.6666667,101.4861996,126.5392781,4959.660297,1169.85138,8530.360934,14659.87261,431.8471338,225.9023355
90068,34.129772,-118.330989,Los Angeles,CA,2016,21450,11701,54.6,9749,45.4,16762,9148,63.4,11785,76485,21436,19485,90.9,1951,1.54561161,4.239806496,N,10,3A,Laptops and Lattes,3,Uptown Individuals,1007,3389,832,770,4499,2297,4392,8,39,3,5,38,5,5,2,2,18,6,8,3,142,6.62004662,0.372960373,1.818181818,0.13986014,0.233100233,1.771561772,0.233100233,0.233100233,0.093240093,0.093240093,0.839160839,0.27972028,0.372960373,0.13986014,2047,167,4313,6527,46.94638695,157.995338,38.78787879,35.8974359,95.43123543,7.785547786,201.0722611,304.2890443,209.7435897,107.0862471
90069,34.093828,-118.381697,Los Angeles,CA,2016,20435,12613,61.7,7822,38.3,16922,9471,63.6,12548,82237,20435,18783,91.9,1652,4.87233677,30.35395189,N,12,3C,Trendsetters,3,Uptown Individuals,1206,3531,840,1083,6112,3061,5836,6,31,5,3,45,5,11,0,2,21,2,7,3,141,6.899926597,0.293613898,1.517005138,0.244678248,0.146806949,2.202104233,0.244678248,0.538292146,0,0.097871299,1.027648642,0.097871299,0.342549547,0.146806949,5514,4398,9954,19866,59.01639344,172.7917788,41.10594568,52.99730854,269.831172,215.218987,487.1054563,972.1556154,299.0946905,149.7920235
90077,34.108023,-118.456964,Los Angeles,CA,2016,8912,4324,48.5,4588,51.5,5016,2342,65.1,3381,178194,8901,8552,96.1,349,1.047669492,1.816737288,N,1,1A,Top Tier,1,Affluent Estates,653,1214,433,396,2170,1137,2092,5,19,0,1,16,2,1,0,1,8,2,4,1,60,6.732495512,0.561041293,2.131956912,0,0.112208259,1.795332136,0.224416517,0.112208259,0,0.112208259,0.897666068,0.224416517,0.448833034,0.112208259,1638,58,635,2331,73.27199282,136.2208259,48.58617594,44.43447038,183.7971275,6.508078995,71.25224417,261.5574506,243.491921,127.5807899
90094,33.975414,-118.41699,Los Angeles,CA,2016,8072,3691,45.7,4381,54.3,6159,3614,71.8,3528,121087,8072,7699,95.4,373,1.999129678,3.997389034,N,10,3A,Laptops and Lattes,3,Uptown Individuals,389,990,470,192,1421,745,1336,2,4,1,0,8,0,1,1,0,4,1,2,1,25,3.097125867,0.247770069,0.495540139,0.123885035,0,0.991080278,0,0.123885035,0.123885035,0,0.495540139,0.123885035,0.247770069,0.123885035,695,135,673,1503,48.19127849,122.6461843,58.2259663,23.78592666,86.10009911,16.72447968,83.37462834,186.1992071,176.0406343,92.29435084
90201,33.970343,-118.171368,Los Angeles,CA,2016,102786,51765,50.4,51021,49.6,67245,27076,60.3,23937,38244,102433,76375,74.6,26058,7.662394822,45.26731392,Y,61,13B,Las Casas,13,Next Wave,3505,32566,5179,4301,11217,6283,10803,19,83,9,14,84,11,18,11,10,76,11,21,3,370,3.599712023,0.184850077,0.807502967,0.087560563,0.13620532,0.817231919,0.107018466,0.175121125,0.107018466,0.097289514,0.739400307,0.107018466,0.20430798,0.029186854,4714,1935,10899,17548,34.0999747,316.8330317,50.38623937,41.84422003,45.86227696,18.82552099,106.0358415,170.7236394,109.129648,61.12700173
90210,34.100517,-118.414712,Los Angeles,CA,2016,20957,9904,47.3,11053,52.7,12328,5642,65.5,8138,146250,20943,19752,94.3,1191,1.011464134,1.806747462,N,1,1A,Top Tier,1,Affluent Estates,1419,3373,1047,1347,6662,3767,6165,20,36,5,3,54,2,9,3,4,28,8,18,1,191,9.11389989,0.954335067,1.717803121,0.238583767,0.14315026,2.576704681,0.095433507,0.42945078,0.14315026,0.190867013,1.336069094,0.381734027,0.85890156,0.047716753,27675,5915,45473,79063,67.71007301,160.9486091,49.95944076,64.27446677,1320.561149,282.2445961,2169.823925,3772.62967,317.8890108,179.7490099
90211,34.064958,-118.382979,Los Angeles,CA,2016,8129,3777,46.5,4352,53.5,5576,2447,57.9,3652,73659,8129,7373,90.7,756,1.20984456,2.448186528,N,33,8A,City Lights,8,Middle Ground,612,1929,575,475,2305,1299,2220,3,12,0,1,17,1,2,2,0,8,2,5,1,54,6.642883504,0.369049084,1.476196334,0,0.123016361,2.09127814,0.123016361,0.246032722,0.246032722,0,0.984130889,0.246032722,0.615081806,0.123016361,42870,15034,76337,134241,75.28601304,237.2985607,70.73440768,58.43277156,5273.711404,1849.427974,9390.699963,16513.83934,283.5527125,159.7982532
90212,34.06221,-118.401966,Los Angeles,CA,2016,12915,5747,44.5,7168,55.5,8483,4198,63.5,5784,100183,12915,11721,90.8,1194,1,1.998780983,N,6,2A,Urban Chic,2,Upscale Avenues,821,2212,587,535,3201,1803,3007,8,19,3,0,22,1,2,0,1,8,2,3,2,71,5.497483546,0.619434766,1.471157569,0.232288037,0,1.703445606,0.077429346,0.154858691,0,0.077429346,0.619434766,0.154858691,0.232288037,0.154858691,25487,2604,25955,54046,63.56949284,171.2737127,45.45102594,41.42469996,1973.441734,201.6260163,2009.678668,4184.746419,247.8513357,139.6051103
90220,33.88151,-118.234451,Los Angeles,CA,2016,51271,24361,47.5,26910,52.5,33675,14098,62.1,13376,50938,51249,42411,82.8,8838,7.811993872,47.16896476,Y,61,13B,Las Casas,13,Next Wave,1944,23168,3093,3206,14231,6093,13751,14,64,20,20,96,11,14,9,12,68,13,18,4,363,7.080025746,0.273058844,1.248269002,0.390084063,0.390084063,1.872403503,0.214546235,0.273058844,0.175537828,0.234050438,1.326285815,0.253554641,0.351075657,0.078016813,2162,877,2221,5260,37.91617093,451.8733787,60.32650036,62.53047532,42.16808722,17.10518617,43.31883521,102.5921086,277.5643151,118.8391098
90221,33.885624,-118.205918,Los Angeles,CA,2016,53922,26571,49.3,27351,50.7,35071,13715,62.5,12066,43304,53894,41599,77.2,12295,7.714546403,43.83133472,Y,61,13B,Las Casas,13,Next Wave,1908,23329,3370,3118,10784,5380,10489,8,55,10,20,63,5,16,11,7,49,8,15,0,267,4.951596751,0.148362449,1.01999184,0.185453062,0.370906124,1.16835429,0.092726531,0.296724899,0.203998368,0.129817143,0.908720003,0.148362449,0.278179593,0,1070,859,1317,3246,35.3844442,432.6434479,62.49768184,57.82426468,19.84347762,15.93041801,24.42416824,60.19806387,199.9925819,99.77374726
90222,33.912246,-118.236773,Los Angeles,CA,2016,32195,15562,48.3,16633,51.7,19892,7904,62.3,7776,37730,32105,25772,80.3,6333,7.961236249,46.96647459,Y,61,13B,Las Casas,13,Next Wave,1177,16108,2058,2187,7504,3356,7287,6,37,14,14,50,4,11,4,8,42,5,25,0,220,6.833359217,0.186364342,1.149246777,0.434850132,0.434850132,1.553036186,0.124242895,0.341667961,0.124242895,0.24848579,1.304550396,0.155303619,0.776518093,0,145,22,365,532,36.55847181,500.3261376,63.92296941,67.92980276,4.503804939,0.683335922,11.33716416,16.52430502,233.0796708,104.2397888
90230,33.997862,-118.393617,Los Angeles,CA,2016,32692,15849,48.5,16843,51.5,21887,11383,64.7,13186,73469,32604,28860,88.5,3744,3.75379765,13.7623961,N,33,8A,City Lights,2,Upscale Avenues,2078,7318,1743,1435,7057,3266,6726,19,56,12,5,61,4,4,3,5,41,15,10,1,236,7.218891472,0.581181941,1.712957298,0.367062278,0.152942616,1.865899914,0.122354093,0.122354093,0.09176557,0.152942616,1.254129451,0.458827848,0.305885232,0.030588523,7324,2022,7248,16594,63.56295118,223.8468127,53.31579591,43.89453077,224.0303438,61.84999388,221.7056161,507.5859538,215.8632081,99.90211673
90232,34.019323,-118.391902,Los Angeles,CA,2016,14810,6899,46.6,7911,53.4,10680,5817,68.3,6416,80222,14773,13424,90.9,1349,1.960841424,8.022006472,N,12,3C,Trendsetters,3,Uptown Individuals,913,3758,880,792,3533,1612,3340,8,33,9,5,29,3,2,2,1,12,3,5,0,112,7.562457799,0.540175557,2.228224173,0.607697502,0.337609723,1.958136394,0.202565834,0.135043889,0.135043889,0.067521945,0.810263336,0.202565834,0.337609723,0,9350,2105,16340,27795,61.64753545,253.7474679,59.41931128,53.47738015,631.3301823,142.1336935,1103.308575,1876.772451,238.5550304,108.8453747
90240,33.955729,-118.118346,Los Angeles,CA,2016,26426,12725,48.2,13701,51.8,17351,9172,69.8,7118,76748,26285,22085,84,4200,4.021114865,14.78547297,N,28,7B,Urban Villages,7,Ethnic Enclaves,1380,6486,1247,1021,5453,2419,5170,18,46,10,5,41,1,7,0,6,28,2,9,1,174,6.58442443,0.681147355,1.740709907,0.378415197,0.189207599,1.551502308,0.03784152,0.264890638,0,0.227049118,1.059562552,0.075683039,0.340573677,0.03784152,9789,1216,10790,21795,52.22129721,245.4400969,47.18837509,38.63619163,370.4306365,46.01528797,408.3099977,824.7559222,206.349807,91.53863619
90241,33.940445,-118.129022,Los Angeles,CA,2016,44815,21967,49,22848,51,30185,15032,68.1,13615,61151,44611,36510,81.8,8101,5.082778306,23.294196,N,28,7B,Urban Villages,7,Ethnic Enclaves,2307,12737,2090,1976,9580,4406,9137,20,55,16,15,56,7,10,5,5,45,3,15,4,256,5.712373089,0.446279148,1.227267656,0.357023318,0.334709361,1.249581613,0.156197702,0.223139574,0.111569787,0.111569787,1.004128082,0.066941872,0.334709361,0.08925583,21438,4691,31228,57357,51.47829968,284.2128752,46.63617092,44.09237978,478.3666183,104.6747741,696.8202611,1279.861653,213.7677117,98.31529622
90242,33.921793,-118.140588,Los Angeles,CA,2016,41982,20116,47.9,21866,52.1,28528,14007,70.1,12062,60732,41714,35594,85.3,6120,5.824641659,27.76395242,N,28,7B,Urban Villages,7,Ethnic Enclaves,1968,13158,2445,2003,9209,4146,8761,17,52,13,12,60,7,6,9,10,38,8,14,5,251,5.978752799,0.404935449,1.238626078,0.309656519,0.285836787,1.429183936,0.166738126,0.142918394,0.21437759,0.238197323,0.905149826,0.190557858,0.333476252,0.119098661,38337,10002,29792,78131,46.8772331,313.4200372,58.23924539,47.71092373,913.1770759,238.2449621,709.6374637,1861.059502,219.3559144,98.75660998
90245,33.91714,-118.404267,Los Angeles,CA,2016,16901,8367,49.5,8534,50.5,11769,6275,66,6673,91623,16863,15764,93.5,1099,2.412307692,8.756923077,N,6,2A,Urban Chic,2,Upscale Avenues,1019,2518,790,616,4210,1827,4001,6,18,3,4,30,4,2,4,2,12,2,7,0,94,5.561801077,0.355008579,1.065025738,0.17750429,0.236672386,1.775042897,0.236672386,0.118336193,0.236672386,0.118336193,0.710017159,0.118336193,0.414176676,0,1714,869,4646,7229,60.2922904,148.9852671,46.74279628,36.44754748,101.4141175,51.41707591,274.8949766,427.72617,249.0976865,108.1001124
90247,33.890853,-118.297967,Los Angeles,CA,2016,47706,22695,47.6,25011,52.4,31431,15536,68.2,15922,44824,47190,38940,82.5,8250,6.260445912,29.03897605,Y,60,13A,International Marketplace,13,Next Wave,2347,17144,2749,3117,11608,5057,11171,18,58,16,18,82,12,17,10,12,43,15,22,3,326,6.833521989,0.37731103,1.215779986,0.335387582,0.37731103,1.718861359,0.251540687,0.356349306,0.209617239,0.251540687,0.901354127,0.314425858,0.461157926,0.062885172,4286,1670,9229,15185,49.19716597,359.3677944,57.62377898,65.33769337,89.8419486,35.0060789,193.4557498,318.3037773,243.3236909,106.0034377
90248,33.878432,-118.284104,Los Angeles,CA,2016,10592,5260,49.7,5332,50.3,6705,3266,68.9,3479,55368,10542,9034,85.7,1508,6.566932271,31.23266932,N,28,7B,Urban Villages,5,GenXurban,621,3101,537,630,2329,1024,2268,5,26,4,5,17,1,8,1,1,18,4,9,0,99,9.346676737,0.472054381,2.454682779,0.377643505,0.472054381,1.604984894,0.094410876,0.755287009,0.094410876,0.094410876,1.69939577,0.377643505,0.849697885,0,8886,1048,9334,19268,58.62915408,292.7681269,50.69864048,59.47885196,838.9350453,98.94259819,881.2311178,1819.108761,219.8829305,96.67673716
90249,33.90139,-118.315697,Los Angeles,CA,2016,26795,12552,46.8,14243,53.2,17488,8349,66.7,8780,53783,26687,22428,84,4259,5.75060016,26.46812483,N,56,12A,Family Foundations,2,Upscale Avenues,1387,9505,1509,1720,7781,3081,7496,13,43,6,10,47,3,5,5,5,35,3,15,3,193,7.20283635,0.485165143,1.604777011,0.223922374,0.373203956,1.754058593,0.111961187,0.186601978,0.186601978,0.186601978,1.306213846,0.111961187,0.559805934,0.111961187,2578,874,2893,6345,51.76338869,354.7303601,56.31647695,64.19108043,96.21197985,32.61802575,107.9679045,236.7979101,290.3899981,114.9841388
90250,33.914775,-118.348083,Los Angeles,CA,2016,96987,47895,49.4,49092,50.6,65421,30421,63.3,31864,47076,96672,78725,81.4,17947,5.887936549,30.52884738,N,60,13A,International Marketplace,13,Next Wave,4139,32330,5345,5108,21432,9802,20697,17,118,23,20,146,12,27,10,8,83,18,33,13,528,5.444028581,0.175281223,1.216657903,0.237145184,0.206213204,1.505356388,0.123727922,0.278387825,0.103106602,0.082485282,0.855784796,0.185591883,0.340251786,0.134038582,7847,2591,12826,23264,42.67582253,333.343644,55.11047872,52.66685226,80.90775052,26.71492056,132.2445276,239.8671987,220.9780692,101.0650912
